,,"Population and Housing Census, 2010",A head count of all people resident in Ghana at the time of the census as well as houses (occupied and unoccupied),Ghana,,Village,,Ghana Statistical Service,UNFPA,http://www.statsghana.gov.gh ,,,,,,,2010,Social Development,,,By request,"Population and Housing Census, 2010",Report,,,,,Ghana Statistical Service,23321682623,,
,,Post-Harvest Losses Management and Women's Empowerment,This study investigated experiences of women engaged in crop production in Ghana. Broad issues captured in the study were related to causes of post-harvest losses which were identified as rodents and birds,Ghana,,District,,General Agricultural Workers Union of Ghana,,,,,,,,,2010,Agriculture & Rural Development,Poverty,Gender,By request,Post-Harvest Losses Management and Women's Empowerment,Report,,,,,General Agricultural Workers Union of Ghana,,,
,,National HIV Prevalence and AIDS Estimate Report 2009-2015,A technical report that provides Ghana National HIV Prevalence Estimates and projections for 2009 to 2015 and the methodologies,Ghana,,*UNKNOWN,,Ghana National AIDS Control Programme,"DfID, Ghana AIDS Commission, Ghana Health Service, WHO",http://www.ghanahealthservice.org,,,,,,,2010,Health,MDG,,By request,National HIV Prevalence and AIDS Estimate Report 2009-2015,Report,,,,,Ghana National AIDS Control Programme,,info@ghsmail.org,
,,Namibia National Health Accounts Report 2003,"describes financial flows for health care, including public, private, and donor contributions; internationally-accepted framework to track expenditures for a given year",Namibia,,County,,Namibia Ministry of Health and Social Services,WHO,http://www.healthnet.org.na/,,,,,,,2003,Health,,,Download,Namibia National Health Accounts Report 2003,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,National Strategic Plan On HIV/AIDS: Third Medium Term Plan (Mtpiii) 2004 - 2009,The document provides the framework for all the actors to collaborate and guide the implementation processes needed for an effective multisectoral HIV/AIDS response.,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2004,Health,,,By request,National Strategic Plan On HIV/AIDS: Third Medium Term Plan (Mtpiii) 2004 - 2009,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Equity In Health Care In Namibia Towards Needs Based Resource Allocation Formula,The report covers detailed results fo the study in equity in health care in Namibia. It sheds lights on the mechanisms of health resource allcoation with the view to developing an equitable funding system.,Namibia,,County,,Namibia Ministry of Health and Social Services,"WHO, EQUINET",http://www.healthnet.org.na/,,,,,,,2005,Health,,,Download,Equity In Health Care In Namibia Towards Needs Based Resource Allocation Formula,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,"Study On The Knowledge, Beliefs, Perceptions, Attitudes and Practices On Voluntary Non-Remunarated Blood Bonations In Namibia - 2006",The main purpose to the study was to identify strategies and factors that influence recruitment and retentions of voluntary nobn-remunerated blood donors in Namibia with a view to improving blood donation practices,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2006,Health,,,Download,"Study On The Knowledge, Beliefs, Perceptions, Attitudes and Practices On Voluntary Non-Remunarated Blood Bonations In Namibia - 2006",Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,2006 National HIV Sentinel Survey Report,Report on the results of the Sentinel Survey on HIV prevalence amongst pregnanat women in 2006,Namibia,,Region,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2007,Health,,,Download,2006 National HIV Sentinel Survey Report,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,A Guide To HIV AIDS Workplace Programmes 08 ,"Guide developed to support workplaces across Namibia to design, implement and monitor HIV and Aids workplace programmes.",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2007,Labor & Social Protection,Health,,Download,A Guide To HIV AIDS Workplace Programmes,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Final National Policy On HIV - AIDS 30 March 2007 ,"The National Policy on HIV/AIDS provides guidance for the national response to the epidemic. It encompasses policy statements in order to create an enabling environment for prevention, treatment, care and support, impact mitigation and workplace interventions.",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2007,Health,,,Download,Final National Policy On HIV/AIDS,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Mid Term Review of Third Medium Term Plan On HIV_AIDS ,The review provides the Namibia National AIDS Committee with and independent assessment of the current status of implementation of the Third Medium Term Plan. It also provides recommendatinos on how to strengthen the natinal efforts to combat the HIV/AIDS epidemic.,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2007,Health,,,Download,Mid Term Review of Third Medium Term Plan On HIV_AIDS ,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,2008 National HIV Sentinel Survey Report,Report on the results of the Sentinel Survey on HIV prevalence amongst pregnanat women in 2008,Namibia,,Region,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,2008 National HIV Sentinel Survey Report,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Estimate and Projections of The Impact of HIV_AIDS In Namibia ,The Estimation and Projections Packagemodel is used to calculate the national HIV prevalence rate based on the Sentinel Surveys and other reports. The report contains data on the number of HIV positive people who are in need of ARV and PMTCT. ,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,Estimate and Projections of The Impact of HIV_AIDS In Namibia ,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Joint Gamet/Unaids Monitoring and Evaluation Mission To Namibia 2005,"The mission was undertaken in order to understand the status of the M&E system and to offer support, to provide guidance on specific aspects as well as advocate the development of a national HIV M&E Road Map.",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,Joint Gamet/Unaids Monitoring and Evaluation Mission To Namibia 2005,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Mohss Health System Review,The review takes stock of the performance of the public health sector since Independence in 1990. It reviews all components of the heatlh sector and provides recommendations for the way ahead. ,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,Mohss Health System Review,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Namibia National Health Accounts 2008 Reports,The report presents the findings of the Namibia National Health Accounts 2001/02 – 2006/07 survey conducted by the Ministry of Health and Social Services,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,Namibia National Health Accounts 2008 Reports,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,National Tb and HIV Targets ,"In line with global commitments to scale up HIV and TB interventions and in recognition of the need for strengthened accountability, Namibia engaged in a consultative process to develop a set of HIV and TB indicators and targets. These targets map the way toward achieving universal access of prevention, treatment, care and support for HIV and TB. This report describes the targets developed as well as the assumptions, obstacles and solutions for reaching those targets.",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,National Tb and HIV Targets ,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Demographic and Health Survey 2006-2007,Report on the Demographic and Health Survey 2006 with detailed tables on the health levels in the country,Namibia,,Region,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2006,Health,,,Download,Final Report,Report,http://www.healthnet.org.na/documents.html ,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Ministry of Health and Social Services:  2007-2008 Annual Report ,The report describes the programmes and policies in place and the achievements and challenges of the various directorates. ,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2008,Health,,,Download,Ministry of Health and Social Services:  2007-2008 Annual Report ,Report,http://www.healthnet.org.na/documents/annual_reports/Annual%20Report%202007-2008.pdf,,,,Namibia Ministry of Health and Social Services,+264612039112,,
,,Ministry of Health and Social Services:  2005-2006 Annual Report ,The report describes the programmes and policies in place and the achievements and challenges of the various directorates. ,Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2006,Health,,,Download,Ministry of Health and Social Services:  2005-2006 Annual Report ,Report,http://www.healthnet.org.na/documents/annual_reports/MoHSS%2020052006%20Annual%20Report%20group%2008_10_2007-Final.pdf,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Namibia Health and HIV/AIDS Resource Tracking 2007/08 & 2008/09,"This report presents findings from Namibia’s Health and HIV/AIDS Resource Tracking exercise for the financial years 2007/08 and 2008/09 using data from NGOs, donor organisations, medical aid funds, government ministries, private employers and households. ",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,2010,Health,,,Download,Namibia Health and HIV/AIDS Resource Tracking 2007/08 & 2008/09,Report,http://www.healthnet.org.na/documents/reports/Namibia%20Health%20&%20HIV%20resource%20tracking.pdf,,,,Namibia Ministry of Health and Social Services,+264612039111,,
,,Accountability Report Medium Term Expenditure Framework ,"The Accountability Report sets out how Ministries have succeeded in meeting those targets and explains how their actual expenditure compared with the plans included in the MTEF. Consequently, this report represents an important part of the democratic process, by enabling Parliament and citizens to hold the Government to account.",Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,Accountability Report Medium Term Expenditure Framework ,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2009/10- 2011/12: Estimates Revenue and Expenditure ,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2009/10,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,National Budget For 2009/10- 2011/12: Estimates Revenue and Expenditure ,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2009/10- 2011/12: Fiscal Policy Framework,Report on the prevailing and expected fiscal conditions for the 2010/11 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,National Budget For 2009/10- 2011/12: Fiscal Policy Framework,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2009/10- 2011/12: Macroeconomic Framework  ,Report on the prevailing and expected economic conditions for the 2009/10 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,National Budget For 2009/10- 2011/12: Macroeconomic Framework  ,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2009/10: Budget At A Glance,Highlights of the National Budget for the Fiscal Year 2009/10,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,National Budget For 2009/10: Budget At A Glance,Other,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2009/10: Budget Speech   ,Statement for the 2009/10 Budget Presented by the Hon. Saara Kuugongelwa-Amadhila Minister of Finance to Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2009,Public Sector,,,Download,National Budget For 2009/10: Budget Speech   ,Other,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,Accountability Report,"The Accountability Report sets out how Ministries have succeeded in meeting those targets and explains how their actual expenditure compared with the plans included in the MTEF. Consequently, this report represents an important part of the democratic process, by enabling Parliament and citizens to hold the Government to account.",Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Accountability Report,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11:  Estimates Revenue and Expenditure,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2010/11,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,National Budget For 2010/11:  Estimates Revenue and Expenditure,Other,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11:  Macroeconomic Framework,Report on the prevailing and expected economic conditions for the 2010/11 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,National Budget For 2010/11:  Macroeconomic Framework,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11:  Medium Term Expenditure Framework 2010/11-2011/12,Detailed description of the revenue and expenditure over the three-year rolling budget period starting 2010/11,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,201011 Mtef,Report,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11: Deputy Minister's Speech,Statement to Parliament during the Budget Debate Presented by the Hon. C. Schlettwein Deputy Minister of Finance,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Statememt To Parliament,Other,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2004-2005 Budget Statement,Presentation of the National Budget for 2004/05 by the Minister of Finance in Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2004-2005 Budget Statement,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2004-2005 Budget Summary,Highlights of the Natinal Budget 2004/05,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2004-2005 Budget Summary,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2004-2005 Estimate For Revenue and Expenditure,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2004/05,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2004-2005 Estimate For Revenue and Expenditure,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2004-2005 Medium Term Expenditure Framework,Detailed description of the revenue and expenditure over the three-year rolling budget period starting 2004/05,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2004-2005 Medium Term Expenditure Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2005 / 06 - 2007 / 08 Estimate Revenue and Expenditure,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2005/06,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2005 / 06 - 2007 / 08 Estimate Revenue and Expenditure,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2005 / 06 - 2007 / 08 Medium Term Expenditure Framework,Detailed description of the revenue and expenditure over the three-year rolling budget period starting 2005/06,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Annual Budget For 2005 / 06 - 2007 / 08 Medium Term Expenditure Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2005/06 To 2007/08,Presentation of the National Budget for 2005/06 by the Minister of Finance in Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,2006-07 Revised Budget Speech,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2006 – 2007:  Revised Budget Speech ,Presentation of the Revised National Budget for 2006/07 by the Minister of Finance in Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Budget Speech,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Annual Budget For 2006-2007: Revised Budget,Revised revenue and expenditure over the three-year rolling budget period starting 2006/07,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,2006-07 Revised Budget,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11: Lunch Budget Statement: Development Budget,Lunch Budget Statement: Development Budget presented by Honourable Minister of Finance Ms. Saara Kuugongelwa-Amadhila 31st March 2010,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Development Budget,Other,http://www.mof.gov.na/budget.htm,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For  2006-07 To 2008-09:  Macroeconomic Framework,Report on the prevailing and expected economic conditions for the 2006/07 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,Annual Budget For  2006-07 To 2008-09:  Macroeconomic Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2006-07 Estimates of Revenue and Expenditure,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2006/07,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2006-07 Estimates of Revenue and Expenditure,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2006-07 Medium Term Expenditure Framework,Detailed information for all votes and sub devisions for main expenditure items covering the years 2006/07 to 2008/09,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,Annual Budget For 2006-07 Medium Term Expenditure Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2006-07:  Budget Brief ,Highlights of the National Budget for the Fiscal Year 2006/07,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,Annual Budget For 2006-07:  Budget Brief ,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2006/07:  Budget Speech ,Presentation of the National Budget for 2006/07 by the Minister of Finance in Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,Budget Speech,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2007-08 Budget Speech,Presentation of the National Budget for 2007/08 by the Minister of Finance in Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2007-08 Budget Speech,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2007-08 Estimates of Revenue and Expenditure,Detailed tables of revenue sources and expenditure by vote and sub-divsions for the Fiscal Year 2007/08,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2007-08 Estimates of Revenue and Expenditure,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2007-08 Medium Term Expenditure Framework,Detailed description of the revenue and expenditure over the three-year rolling budget period starting 2007/08,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2007-08 Medium Term Expenditure Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2007-08:  Macroeconomic and Budgetary Framework,Report on the prevailing and expected economic conditions for the 2007/08 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2007-08 Macroeconomic and Budgetary Framework,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annual Budget For 2007-2008 Budget Brief,Highlights of the National Budget for the Fiscal Year 2007/08,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2006,Public Sector,,,Download,2007-08 Budget Brief,Report,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,Annaul Budget For 2010/11:  Budget Speech,Statement for the 2010/11 budget presented by the Hon. Saara Kuugongelwa-Amadhila Minister of Finance to Parliament,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Budget Speech,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
1,,Demographic Surveillance Site - Navrongo,"The site has been collecting various kinds of longitudinal data (cohort, panel) on fertility, mortality and migration since 1993 ",Ghana,,District,,Navrongo Health Research Centre,Ghana Health Service,http://www.navrongo.org,,,,,,,,Health,MDG,,By request,Demographic Surveillance Site - Navrongo,Report,http://www.navrongo.org,,,,Cornelius Debpuur,,navrongo@africaonline.com.gh,
,,National Budget For 2010/11:  Budget At A Glance,Highlights of the National Budget for the Fiscal Year 2010/11,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Budget At A Glance,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11:  Fiscal Policy Framework,Report on the prevailing and expected fiscal conditions for the 2010/11 national budget,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Fiscal Policy Framework,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,National Budget For 2010/11: Dinner Budget Statement ,Dinner Budget Statement Presented by Honourable Minister of Finance Ms. Saara Kuugongelwa-Amadhila 30th March 2010 ,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,2010,Public Sector,,,Download,Budget Speech,Other,http://www.mof.gov.na/download.htm ,,,,Namibia Ministry of Finance,+264612099111,,
,,2001 Population Census - Detailed Tables - Caprivi ,Population census tables for the Caprivi region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Caprivi ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Erongo ,Population census tables for the Erongo region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Erongo ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Hardap ,Population census tables for the Hardap region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Hardap ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Karas ,Population census tables for the Karas region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Karas ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Kavango ,Population census tables for the Kavango region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Kavango ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Khomas ,Population census tables for the Khomas region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Khomas ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Kunene ,Population census tables for the Kunene region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Kunene ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Namibia ,National population census tables for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Namibia ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Ohangwena ,Population census tables for the Ohangwena region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Ohangwena ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Omaheke ,Population census tables for the Omaheke region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Omaheke ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Omusati ,Population census tables for the Omusati region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Omusati ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Oshana,Population census tables for the Oshana region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Oshana,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
