,"Monthly bulletin of economic statistics, September 2010","Statistics in four sectors: agriculture, livestock, fishing; industrial production and electricity; transportation; foreign trades, prices, public finance, tourism",Senegal,,,Region,National Agency of Statistics and Demography,,http://www.ansd.sn/,Magatte Wade,ANSD,Rokhaya Niang,ANSD,,,2010,Agriculture & Rural Development,Energy & Mining,Financial sector,Link to resource (URL),"Monthly bulletin of economic statistics, September 2010",Report,http://www.ansd.sn/publications/conjoncturelles/bulletin_mens_statistique/BullStat_09_10.pdf,,,,Administrator, ,admin@datauncovered.com
,"Note d'Analyse des Comptes Nationaux du Sénégal (Audit of National Accounts of Senegal), 2004-2006","Analysis of national accounts in two parts - summary results,  tables; summarizes results of final accounts for 2004, semi-final for 2005, and preliminary for 2006",Senegal,,,National,National Agency of Statistics and Demography,,http://www.ansd.sn/,,,,,,,2007,Financial sector,Public Sector,Economic Policy and External Debt,Link to resource (URL),"Audit of National Accounts of Senegal, 2004-2006",Report,http://www.ansd.sn/publications/annuelles/NACN_0406.pdf,,,,Administrator, ,admin@datauncovered.com
,Senegal poverty reduction strategy paper,"Multi-sectoral poverty reduction plan, basis for all sector development plans and investment programs",Senegal,,,Region,"Republic of Senegal, Interministerial Steering and Decision-Making Council",IMF,,,,,,Poverty Reduction Strategy Initiative,World Bank/International Monetary Fund,2002,Economic Policy and External Debt,Poverty,Health,Link to resource (URL),Senegal poverty reduction strategy paper,Report,http://planipolis.iiep.unesco.org/upload/Senegal/PRSP/Senegal%20PRSP%20English.pdf,,,,Administrator, ,admin@datauncovered.com
1,"Senegal poverty reduction strategy paper progress report, 2005",Report on progress achieving multi-sectoral poverty reduction plan,Senegal,,,Region,"Republic of Senegal, Interministerial Steering and Decision-Making Council",IMF,,,,,,Poverty Reduction Strategy Initiative,World Bank/International Monetary Fund,,Economic Policy and External Debt,Poverty,Health,Link to resource (URL),Senegal poverty reduction strategy paper,Report,http://www.imf.org/external/pubs/ft/scr/2005/cr05114.pdf,,,,Administrator,,admin@datauncovered.com
,"Senegal poverty reduction strategy paper II, 2006","Multi-sectoral povert reduction plan, basis for all sector development plans and investment programs  (phase II)",Senegal,,,Region,"Republic of Senegal, Interministerial Steering and Decision-Making Council",IMF,,,,,,Poverty Reduction Strategy Initiative,World Bank/International Monetary Fund,2006,Economic Policy and External Debt,Poverty,Health,Link to resource (URL),Senegal poverty reduction strategy paper,Report,http://www.imf.org/external/pubs/ft/scr/2007/cr07316.pdf,,,,Administrator,,admin@datauncovered.com
1,General population and housing census (RPH IV) ,Survey of all people living in Senegal to record population statistics at a given time,Senegal,,,Region,,,,,,,,,,,Public Sector,,,,General population and housing census (RPH IV) ,Report,,,,,Administrator,,admin@datauncovered.com
 ,Senegal DHS/MICS general census III (2011),"The DHS-MICS is actually a transaction that will unite the programs to collect data from the Demographic and Health Survey (DHS-V), the Multiple Indicator Cluster Survey (MICS-II) and the National Survey on Malaria (ENPS-III). This operation will assess changes in health status and sociodemographic and access of vulnerable groups to basic social services and thereby ensure better monitoring of indicators for Millennium Development Goals (MDGs). 
The investigation started October 13, 2010",Senegal,,,Village,Ministry of economy and finance,Ministry of Health and Preventive Medicine ,http://www.ansd.sn   ,not specified,,,,Senegal DHS/MICS general census III (2011),not specified,2010,MDG,gender,Labor & Social Protection,Link to resource (URL),Senegal DHS/MICS general census III (2011),Report,http://www.ansd.sn/,,,,ANSD,"221 33 869 21 39

","statsenegal@ansd.sn ;
 statsenegal@yahoo.fr,

"
 ,"Malaria indicator survey, 2006","First MIS in Senegal; provides information about use of mosquito nets, prevention of malaria during pregnancy, treatment of fever in young children, indoor residual insecticide spraying. It was conducted from November to December 2006 ",Senegal,,,Village,ICF Macro,Ministry of Health and Preventive Medicine ,http://www.measuredhs.com/,Salif Ndiaye ,"Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",Mohamed Ayad,"Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",Malaria Indicator Survey 1,"USAID, CDC, President's Malaria initiative, Ministry of health and prevention",2006,Health,,,Link to resource (URL),"Malaria indicator survey, 2006",Report,"http://www.measuredhs.com/pubs/pdf/MIS1/MIS1.pdf
 http://www.sante.gouv.sn",,,,National Program fighting Malaria,(221) 33 869 4242 ; Fax : (221) 869 4249) ; ,Internet : 
 ,"Malaria indicator survey, 2008-2009","This report presents the results of the second National Survey on Malaria in Senegal
(ENPS-II 2008-2009),  This
survey was conducted from November 2008 to January 2009. It provides information on household caracteristics, mosquito nets possession and use, fertility and mortality, malaria prevention and treatment, insecticide spraying ",Senegal,,,Village,Ministry of health and prevention,"
- MEASURE DHS  Macro International. 
L'ENPS-II 
 PMI, PNLP, AED. 
The Department of Parasitology, Faculty of Medicine and
Pharmacy of the Dakar University
 Centre for Research and human Development
 (CRHD)",http://www.sante.gouv.sn,"Salif Ndiaye, E-mail: salif.ndiaye@crdhvision.com
","Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",Mouhamed Ayad,"Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",Malaria Indicator Surveys,"USAID, CDC, President's Malaria initiative, Global Funds againts Malaria, tuberculosis and AIDS, AED,","2,009",Health,,,Link to resource (URL),"Malaria indicator survey, 2009",Report,http://www.measuredhs.com/pubs/pdf/MIS5/MIS/Brevised30Sep200.pdf,,,,"Salif Ndiaye
Centre for Research and human Development  (CRHD)",(221) 33 832.63.79,E-mail : crdh@crdhvision.com
 ,"Monthly bulletin of economic statistics, January 2008-October 2010","This is a monthly publication (2008-2010)
It gives statistics into four parts: primary, secondary, tertiary and other statistiques.Le primary sector includes agriculture (final results of the previous crop year), livestock (slaughter controlled in Senegal) and fishing craft. The secondary sector deals with industrial production (quantity index) and consumption in the tertiary sector électricité.Le trafficking of transport (land, sea, air). Other statistics concerning foreign trade (trade value), prices (Harmonised Index of Consumer Prices detailed in four quarters), public finance and tourism.
",Senegal,,,3rd Administrative Level,National Agency of Statistics and Demography,ANSD,http://www.ansd.sn/,Rokhaya NIANG ,ANSD,Aïssatou GUEYE THIAM,ANSD,Monthly bulletin of economic statistics,,2008-2010,Agriculture & Rural Development,Energy & Mining,Financial sector,Link to resource (URL),"Monthly bulletin of economic statistics, ",Other,http://www.ansd.sn/publications/conjoncturelles/bulletin_mens_statistique/BullStat_09_10.pdf,,,,Administrator, ,admin@datauncovered.com
 ,"Audit of National Accounts of Senegal, 2004-2008","Analysis of national accounts in two parts - summary results,  tables; summarizes results of financial accounts for 2004, semi-final for 2005, and preliminary for 2006",Senegal,,"In 2005 and 2006, special editions of the national accounts were produced. They give the revised national accounts from 1980 to 2003 for the first and from 1980 to 2004 for the second.",,National Agency of Statistics and Demography,,http://www.ansd.sn/,not specified,,,,"Audit of National Accounts of Senegal, 2004-2006",,2004-2008,Financial sector,Public Sector,Economic Policy and External Debt,Link to resource (URL),"Audit of National Accounts of Senegal, 2004-2008",Report,http://www.ansd.sn/publications/annuelles/NACN_0406.pdf,"Audit of National Accounts of Senegal, 2004-2008",Report,http://www.ansd.sn/publications/annuelles/NACN_0406.pdf,Administrator, ,admin@datauncovered.com
1,General population and housing census (RPH IV) -  ,"Senegal is planning to make a 4th General Census of Population and Housing Census (PHC-IV) from 2010 and, in addition, a second national census of agriculture (NAS). Because of the concomitance of these two operations, a major innovation could be introduced through, including the joint development of a mapping component, whose results will be used to make RNA. Discussions are currently underway between the technicians and those ANSD the Ministry of Agriculture to decide on the modalities of implementation of this operation which is expected to make fairly substantial savings.
The startup phase of the mapping is planned for late 2010",Senegal,,,Village,Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/,,,,,Recensement Général de la Population et de l'Habitat (RGPHAE IV),,,Social Development,Education,,No link,not yet conducted,,,,,,Administrator, ,admin@datauncovered.com
1,2nd national agriculture census,,Senegal,,,Village,Agence National de la Statistique et de la Démographie,Ministry of Agriculture,http://www.ansd.sn/,,,,,,,,Agriculture & Rural Development,,,No link,not yet conducted,,,,,,Administrator, ,admin@datauncovered.com
 ,"Survey on the use of ICT, 
","In 2009, Regulatory agency for post and telecommunication (ARTP) requested from  the National Agency of Statistics and Demography
(ANSD), a National Survey on Information Technology and
Communication in Senegal (ENTICE). Considering the specific areas covered,
the investigation focused on two distinct components, each component being conducted independently;
 the survey in households and individuals, and secondly, the survey
companies and administrations.
The survey looked at equipments, access and use of ICT in households, administration services  and private enterprises. It also focused on e trade. ",Senegal,,,Village,Regulatory agency for posts and telecommunication,Agence National de la Statistique,www.artp.sn,not specified,,,,not specified,,2009,Infrastructure,,,Link to resource (URL),National survey on ICT in Senegal,Report,http://www.artp-senegal.org/telecharger/document_Enquete_nationale_sur_les_TIC_2009_319.pdf,,Report,,No name,(221) 33 869 03 69, contact@artp.sn 
 ,Telecommunication costs evolution 2009,"The report presents the telecommnication landscape 2009, the evolution of costs and ECOWAS benchmark on telecommunication pricing 2009",Senegal,Africa,,National,Regulatory agency for posts and telecommunication,,http://www.artp-senegal.org,not specified,,,,not specified,,2009,Infrastructure,,,Link to resource (URL),Telecommunication costs evolution 2009,Report,http://www.artp-senegal.org/telecharger/document_Rapport_sur_levolution_des_tarifs_-_mai_2009_65.pdf,,,,No name,, contact@artp.sn
 ,Senegal Telecommunication market reports 2005-2008,"These reports are sources of information for authorities, stakeholders and the general public. It includes:
  global economic, sub-regional and national environment 2005 2008.
  It describes the current legal and regulatory framework, the legal and regulatory framework. It provides an update on the proposed harmonization within UEMOA-ECOWAS;
The documents also present the general situation of the telecommunications sector and
analysis of different segments of the retail market; discusses the changes noted  with the approval of interconnection catalogue. the last two sections 
present scarce resources,frequencies  numbering and the issue of universal service.",Senegal,Africa,,National,Regulatory agency for posts and telecommunication,,http://www.artp-senegal.org,not specified,,,,not specified,,2005-2008,Infrastructure,,,Link to resource (URL),Telecommunication market reports 2005-2008,Report,http://www.artp-senegal.org/telecharger/document_Rapport_sur_le_marche_des_telecommunications_au_Senegal_65.pdf,,,,No name,(221) 33 869 03 69, contact@artp.sn
1,Gross domestic product per sector 2000-2005,"The first part analyzes the macroeconomic indicators, the structure of sources and uses of GDP, growth in volume of sources and uses of GDP, the contribution of different activities to the GDP growth and employment.
The second part consists of tables on macroeconomic indicators, gross domestic product and employment and on the aggregates product.
The information is current prices and constant 1999 prices for the last five years.
They relate to the GDP, actual final consumption, gross fixed capital formation, exports and imports of goods and services, the gross national income, the actual final consumption of households, indices and deflators, intermediate consumption and growth .",Senegal,,,National,Agence Nationale de la Statistique et de la Démographie,Ministry of finance and economy,,not specified,,,,,,,Financial sector,Economic Policy and External Debt,Agriculture & Rural Development,Link to resource (URL),Senegal Gross Domestic Product per sector ,Other,,,,,Administrator, ,admin@datauncovered.com
1,"Analysis of external trade 2006, 2007, 2008 and 2009"," Annual publications provide :A summary of the annual statement of world trade by reviewing the evolution of commodity prices (oil, oilseeds, cotton, rice, sugar) for the year under review;
- the five-year trend of exports and imports of Senegal for major products;
- the geographical orientation of trade;
- Community trade (WAEMU);
- the balance of trade by continent over five years;
- The coefficient of dependence of the economy vis-à-vis the trade;
- The index of terms of trade;
And annexes: Partner countries, client countries, Imports and exports in value by partner and by product and the tariff and statistical nomenclature of the West African Monetary Union",Senegal,,,,ANSD,,http://www.ansd.sn/ ,Daouda BALLE,ANSD,Jean Paul DIAGNE,ANSD,not specified,,2006-2009,Economic Policy and External Debt,,,Link to resource (URL),Note d'analyse du commerce exterieur 2009,Report,http://www.ansd.sn/publications/annuelles/NACE_2009.pdf,note d'analyse du commerce exterieur 2008,Report,http://www.ansd.sn/publications/annuelles/NACE_2008.pdf,Aissata Guèye THIAM,(221) 33 869 - 21 - 39,statsenegal@yahoo.fr
 ,Economic and social situation of Senegal,"These report present population characteristics (size, composition by age, sex, etc..), their future and their dynamic
from the main demographic phenomena that are fertility, mortality, nuptiality and migration. The analysis focuses on changes
of these phenomenon in time and space, given socio-economic and cultural. Analyses based on statistical information from censuses, DHS and population projections.",Senegal,,"The report of the Economic and Social Status (SES) in Senegal, conducted annually by the ANSD is a publication that summarizes the statistical information obtained through the general censuses of population, censuses and studies of businesses and surveys conducted by the ANSD and other structures of National Statistical System (NSS) responsible for the production of data. The data also come from the organization of the statistics produced by the various administrations involved in the daily execution of their missions. It provides key economic indicators, social and demographic in the country.",Region,ANSD,,http://www.ansd.sn/ ,Cheikh Tidiane NDIAYE,ANSD,Mamadou NIANG,ANSD,not specified,,2010,Social Development,Education,Health,Link to resource (URL),Situation economique et sociale du Senegal 2009,Report,http://www.ansd.sn/publications/annuelles/SES_2009.pdf,Economic and social situation of Senegal 2009 ,Report,http://www.ansd.sn/publications/annuelles/SES_2008.pdf,Mamadou Niang,(221) 33 869 21 39 / 33 869 21 60 -,statsenegal@ansd.sn
 ,Economic and social situation in the regions,"The Regional Services of Statistics and Demography try, year after year, to provide an overview of the economic and social areas of Senegal, trying to identify strengths and weaknesses.This publication is just a summary of the key modes of operation of the regional economy and tries to embrace almost all of the areas of economic and social activity in the region. It is
particularly highlight the quantitative information and attempts, through analysis summary, describe the situation in each sector at regional level.",Senegal,,,Region,ANSD,,www.ansd.sn,,,,,,,2004-2009,Social Development,Education,Health,Link to resource (URL),"situation economique et sociale de la  region de (Dakar, and 10 other regions)",Report,http://www.ansd.sn/publications_SES_region.html,Economic and social situation in the regions,,http://www.ansd.sn/publications_SES_region.html,Mamadou Niang,(221) 33 869 21 39 / 33 869 21 60 -,statsenegal@ansd.sn
 ,Financial and economic database,"This publication is the result of the end-year analysis of documents provided to the Centre Unique Collection of Information (SITC) by companies subject to the accounting SYSCOA.
It provides information on corporate activity through tables on: i) Balance sheet (assets and liabilities), ii)Loss accounts (income and expenses), iii) Management ratios and financial structure and iv) Balances financial data in the table of resources and jobs

",Senegal,,"The information is provided for the entire industry called modern, four macro sectors; nine groups of thirty-five sectors and industries. Information is available for the past seven years and the methodology is attached.",National,ANSD,,www.ansd.sn ,not specified,,,,not specified,not specified,2008-2009,Private Sector,,,Link to resource (URL),Banque de donnees economiques et financieres Versions definitive 2008 et provisoire 2009,Report,http://www.ansd.sn/publications/annuelles/BDEF_Def2008_Prov2009.pdf,,,,No name,(221) 33 869 21 39 / 33 869 21 60 -,statsenegal@ansd.sn
 ,Social indicators database,"The database is a measure of economic performance and social assessment. The 2005-2006 edition is the sixth edition of the Badis.
BAdIs the device is an important aid in decision-making and an effective tool for applied research in economic and social development. It consists essentially of a set of economic and social indicators covering a period of more than twenty years. It contains over 2000 series divided into nine chapters including : Population; Price, deflators and exchange rates; National accounts and public finance; Employment: Private and Public Sector; External debt; Health; Food Security and Agriculture; Education - Literacy; Quality of life.
It allows to monitor the living conditions of populations.",Senegal,,,Region,ANSD,,www.ansd.sn ,not specified,,,,,,2005-2006,Social Development,,,Link to resource (URL),Banque de donnees des indicateurs economiques et sociaux 2005 et 2006,Report,http://www.ansd.sn/publications/annuelles/BADIS_2005_2006.pdf,,,,Binta Mbow GUISSE ,221 33 869 21 39,statsenegal@ansd.sn
 ,"3-5 periodic reports on CDAW application by Senegal, January 2009","This is the 3rd, 4th and 5th report synthesis of  progress made by Senegal toward the application of CEDAW. It analyses article by article of the CEDAW and describes the current situation in senegal.",Senegal,,,Village,Ministry of women affairs,,http://www.famille.gouv.sn,not specified,,,,,,2009,Gender,Social Development,,Link to resource (URL),Rapport National du Senegal sur la mise en application de la convention sur l'elilimination de toutes les formes de discriminations a l'egard des femmes (2009),Report,http://www.famille.gouv.sn/documents/df.rapport.national.senegal.cedef.2008.pdf,,,,Administrator, ,admin@datauncovered.com
1,Survey on violence againts girls at school in Senegal,"This study is entitled ""Violence Against Girls in Schools"" commissioned by the DEMSG, USAID and the MEAP in coordination with the Ministry of Education of Senegal. It is part of the implementation of a strategy of mainstreaming gender in the Middle and Secondary Education General",Senegal,,,,Ministry of Education,none,,Birne Brigitte Ndour,Ministry of Education,,,PAEM,USAID,2008,Gender,Education,,Link to resource (URL),Etude sur les violence faites aux filles en milieu scolaire,Report,http://www.genreenaction.net/IMG/pdf/ETUDE Rapport final,,,,Administrator, ,admin@datauncovered.com
 ,"National strategy on gender equality and equity, 2004 and 2015  
SNEEG 2015","This document is the result of work conducted by a 
multisectoral team, coordinated by Ms. Astou Diop Diagne, Economist Planner, Expert on Gender and Development. This team also benefited from the support of resource persons whose contributions have contributed to the enrichment of this document.
",Senegal,,"The implementation  plan of SNEEG (PMO-SNEEG)describes :i) the process used to design the implementation plan ,
ii) the approach and modalities of implementation of the PMO, guiding principles, the duties, roles and responsibilities of stakeholders and committees involved in the implementation of activities.
iii) the implementation plan including an ovwerview of  the overall mplementation, the implementation schedule,the results and activities 2009-2015, ...
* Chapter 4, which deals with information and the framework of performance measurement, and procedures for annual review of the implementation of mid-term review of the implementation, development plan annual work plan and communication with stakeholders.",Village,Ministry of Women affairs,,http://www.sengenre-ucad.org/,,,,,,"UNFPA, UNICEF, UNIFEM, UNDP and CIDA",2004-2005,Gender,,,Link to resource (URL),Strategie nationale pour l'egalite et l'equite de genre,Other,http://www.famille.gouv.sn/documents/df.rapport.national.senegal.cedef.2008.pdf,,,,Administrator, ,admin@datauncovered.com
 ,"National policy letter on microfinance, 2005-2010","Since its emergence in the late 80s, the microfinance sector in Senegal
is growing. Today, there are more than 700 financial structures recognized decentralized (mutual basis, savings groups and credit structures-treaty). These facilities provide services and products. Financial active population  at various levels and sectors of national economy thus contributing to economic growth and the fight against poverty. Despite its remarkable growth in recent years, the sector 
faces several constraints and weaknesses that limits development. The professionalization of institutions is one of greatest concern.",Senegal,,,National,Ministry of women affairs and micro finance,,http://senegal.portailmicrofinance.org/portail_senegal/la-microfinance/LettrePolitiqueSectorielle.pdf ,,,,,,,2004,Economic Policy and External Debt,Financial sector,,Link to resource (URL),Lettre de politique nationale sur la microfinance,Other,http://senegal.portailmicrofinance.org/portail_senegal/la-microfinance/LettrePolitiqueSectorielle.pdf ,,,,Administrator, ,admin@datauncovered.com
1,Catalogue of ANSD publications available at http://www.ansd.sn/der_parutions,"lists ANSD periodic publications along and provides information on content, periodicity, access procedures and costs when appropriate.",Senegal,,,,ministry of Economiy and finance ANSD,,www.ansd.sn,,,,,Catalogue des parutions  ,,2010,MDG,Economic Policy and External Debt,,Link to resource (URL),Catalogue des parutions ANSD ,Data,http://www.ansd.sn/der_parutions,Catalogue dernieres parutions ANSD,Other,http://www.ansd.sn/catalogue,Administrator, ,admin@datauncovered.com
1,Migration internationale et droits des travailleurs au Sénégal,"This report assesses the migration phenomenon
in Senegal. It focuses on the socio-economic and legal migrant workers established in Senegal with a particular focus on African communities
 and problems faced by Senegalese living abroad.
The report is threefold:
- provide tools for assessing the living conditions of populations engaged in long-distance migration, including their integration problems in order to
underscore the precarious status of migrant workers;
- identify the relevance of the International Convention on the Rights of migrants Workers
 and their families in the care of the difficulties
faced by migrants in host countries;
- documenting the Senegalese experience of ratification and implementation of that
Convention1.",Senegal,,,Village,UNESCO,Dakar University,www.unesco.org,Papa Demba Fall,Dakar University,,,,UNESCO,2003,Public Sector,,,,,,,,,,Administrator, ,admin@datauncovered.com
 ,Economic and political empowerment of women living with HIV/AIDS in Senegal,"This study examines the factors determining economic and political empowerment of women living with HIV/AIDS in Dakar Senegal. The report presents profile of WLAIDS, lists social factors and constraints influencing women's financial authonomy and access to decision making bodies. It also examines the legal environment mainly the recent law on HIV/AIDS and how it takes into account the needs of WLAIDS. Finally the report provides recommendations on how to improve WLAIDS economic and political authonomy. ",Senegal,,,1st Administrative Level,National Alliance againts AIDS in Senegal,"Society for Women and AIDS in Africa Senegal, ABOYA, Karlen, CNLS",www.ancs.sn,Soukaye DIENG,,,,Autonomisation economique et politique des femmes vivant avec le VIH au Senegal,UNIFEM,2010,Health,Gender,,No link,Autonomisation economique et politique des femmes vivant avec le VIH au Senegal,Report,not available,,,not yet available,ANCS,(221) 33 221 869 30 11 ,statsenegal@ansd.sn
1,"Survey on family structure and poverty, 2008",,Senegal,,,,,,http://www.dial.prd.fr/dial_publications/PDF/stateco/stateco102/1devreyer.pdf ,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Survey on the household expenses in the capital, 2008",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
 ,"Audit report of public markets, 2008","These reports provide information on efficiency, fairliness of attribution, implementation controle system of public markets used by government services and other public services delegated constituancies. The audits are conducted on a yearly basis under the responsabilite of the regulatory authoroty for public markets (ARMP) following national regulation according to article 2.13 of the fonctionning of ARMP. Reports are sent to the President of the Republic, the Prime Minister, the President of the National Assembly and the President of the Account course. It provides any appropriate recommendations for improvement. The information provided concernes all governement ministries  ",Senegal,,"Audit methodology and selection methodology documents are available at armp web site Quarterly activity reports are available and provide information on implemetation process, for the agency, the regulatory council and  decisions made for each period. The ministies audited include health, agriculture, equipment and transportation, environment, finance, prevention, public hygiene, and sanitation management...",National,AUTORITÉ DE RÉGULATION DES MARCHÉS PUBLICS (ARMP),"La Direction générale,
Le Conseil de Régulation (CR) et Le Comité de Règlement des Différends (CRD).",http://www.armp.sn,,,,,"Projet de Coordination des Réformes Budgétaires et Financières (PCRBF), le Ministère de l’Economie et des Finances ",,2008,Financial sector,,,Link to resource (URL),Rapport d'audit des marches publiques,Report,http://www.armp.sn/documents,rapport d'activites trimestrielle,Report,http://www.armp.sn/documents,ARMP,221 33 889 11 60,armp@armp.sn
1,Annual report of accounts 2008,"Provides information on activities conducted by the cour for the period, 13 different public administration services audited, findings and recommendations for actions to be taken by the President of the Republic for greater transparency and good governance in the execution of public services and management of public finance.  ",Senegal,,"further information on procedures, documentation, sumary report and press release",,Cours des Comptes Senegal,,http://www.courdescomptes.sn,,,,,,,2008,Financial sector,,,Link to resource (URL),Cours des Comptes Rapport publique 2008,Report,http://www.courdescomptes.sn/index,,,,,(+221) 33 849 40 01 / (+221) 33 849 40 02,ccomptes@courdescomptes.sn
1,"2005 Decentralisation,public sector,civil society reports on AIDS","Provide information on the implementation of HIV/AIDS prevention, care and support services within the country by different government services, public and private sectors and civil society organizations involved in the fight againts AIDS.",Senegal,,Reports are agregation of information from different stakeholders,District,CNLS Senegal,Ministry of health and prevention,www.cnls-senegal.org,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Evaluation survey on the impact of cash fund transfers on the project 'NETS' (Fight Against Malnutrition),,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Survey/test of data collection tools in civil status,"Dans le cadre de l’appui à la Composante Gestion, le projet Banque Mondiale « Amélioration de la Gestion de l'Education dans les Pays Africains » (AGEPA) qui vise (i) la cohérence dans l’allocation des
ressources, et (ii) la transformation de ces ressources en résultats scolaires effectifs, a décidé de mener une étude sur les outils de gestion
utilisés par les différents acteurs clefs du système éducatif Sénégalais. Les résultats de cette étude alimentent le présent rapport structuré
comme suit : Présentation de la circonscription de Kébémer Présentation de la circonscription de Grand Dakar II Cadre méthodologique Rôles, responsabilités et outils de gestion des acteurs : état des
lieux",Senegal,,,,"GROUPE AGEPA/SENEGAL
« Amélioration de la Gestion de l'Education dans les
Pays Africains » (AGEPA)",,http://siteresources.worldbank.org/EDUCATION/Resources/278200-1121703274255/1439264-1154965872542/Rapport_Senegal.pdf  ,,,,,"projet
Banque Mondiale « Amélioration de la Gestion de l'Education dans les
Pays Africains »",,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Sentinel surveillance on IST/HIV/AIDS,"conducted on a yearly basis the surveillance of HIV and ISTs within Senegal. It provides information on the figures, HIV and IST prevalence among pregnant women, tuberculosis and ISTporters.   ",Senegal,,,,National Council againts AIDS,Ministry of health and prevention,www.cnls-senegal.org,,,,,,USAID/FHI,2009,Health,,,No link,Bulletin de surveillance sentinelle du VIH et des IST,Report,not available,,,,Administrator, ,admin@datauncovered.com
 ,The feminization of HIV/AIDS in Senegal,"This report describes the influencing factors of HIV spraid amoung women in four regions senegal including Dakar, Ziguinchor, Kaolack and Saint-Louis. It analyses the current strategies and provides information on the corrective measures to reduce the feminisation of HIV.   ",Senegal,,,2nd Administrative Level,Family Health international Senegal,National Council againts AIDS ,www.fhi-senegal.org,Soukaye Dieng DIOP,,,,none,USAID/FHI,2010,Health,,,No link,evaluation de la feminisation du VIH au Senegal,Report,not available,,,,FHI Senegal,221 33 869 70 00,
 ,"Maps of vulnerability, interventions and services","In 2006 the national council againts AIDS initiated an assessment of services, interventions and vulnerability to better address the AIDS epidemic in Senegal. Three maps were developped and described: i) caracteristics of vulnerability among various target groups (women, men, sex workers, fishermen, truck drivers...) and within geographic areas, 
 ii) the different types of interventions againts AIDS, their geographic distribution within the country, the constraints and assets and analyse of coordination machanisms

iii) the different services provided from HIV testingg to care and support to PLWAIDS and their geographic distribution within the country. The report analyses the institutional framework, involvement of the different stakeholders and provide recommendations for improvement.  ",Senegal,,,Village,National Council againts AIDS,,http://www.cnls-senegal.org ,,,,,,"World Bank, USAID/FHI",2005,Health,,,No link,Cartographie de le vulnerabilite liee au VIH au Senegal,Report,not available,Cartographie des interventions liees au VIH au Senegal,Report,not available,Administrator, ,admin@datauncovered.com
 ,"Repertoire of education statistics 2008, 2009, 2010 ","these reports developped I a yearly basis provide information of the number of schools, students, teachers and infrastructures within the country.",Senegal,,,Village,Ministry  of education,not specified,www.education.gouv.sn,,,,,,not specified,"2008, 2009, 2010",education,,,Link to resource (URL),"Repertoire of education statistics 2008, 2009, 2010 ",Report,http://www.education.gouv.sn/actualite/2010/Fichiers/ANNUAIRE_2010_Final.pdf,,,,Administrator, ,admin@datauncovered.com
 ,Plan Sesam report 2009,The document is an activity report of the national plan sesam. It presents activities and healthh services offered to people aged over 60 years within the country.,Senegal,,,Village,Ministry of health,not specified,http://www.sante.gouv.sn,Dr Mamadou Coumé,IPRES,,,,not specified,2009,Health,,,Link to resource (URL),"RAPPORT SUR LE PLAN SESAME DE SOINS GRATUITS POUR LES PERSONNES
AGEES DE 60 ANS ET PLUS AU SENEGAL : REVUE 2008:/ MERIDIEN PRESIDENT",Report,http://www.sante.gouv.sn/IMG/pdf/rapportsesame,,,,Dr Mamadou Coume,221 77 450 49 66,drcoume@ipres.sn
 ,National Health Development Plan PNDS 2009 - 2018,"This document presents the lessons learned from previous health plan (1998-2007) describes the current national health policy and system and the relation between decentralization and Health. The second part of the document presents the vision, objectives and strategies to be implemented through 2018. It also provides information on the institutional and implementation frameworks, the planning system the coordination mechanism, the monitoring and evaluation, the administrative and financial procedures along with the financing plan ",Senegal,,,Village,ministry  of health and prevention,,http://www.sante.gouv.sn,,,,,,,2009-2018,Health,,,Download,Plan national de developpement sanitaire (PNDS),Other,http://www.sante.gouv.sn/IMG/pdf/pnds2018.pdf,,,,Administrator, ,admin@datauncovered.com
 ,Annuaire statistique 2009,"The health repertoire is a presentation of the national health system, organization and policy. In its second part, the document provides information on the health infrastructures, the resources (human and financial) 
The third section describes the health services offered at each level of the health pyramid. The document also provides information on the epidemiological situation of the country. ",Senegal,,,Village,ministry of health and prevention,not specified,http://www.sante.gouv.sn,,,,,,not specified,2009,Public Sector,,,Link to resource (URL),Annuaire statistique 2009,Report,http://www.sante.gouv.sn/IMG/pdf/annuaireatistique2009,,,,Administrator, ,admin@datauncovered.com
1,"National report on education 2008, 2009",these reports present the national education situation for the 2008 and 2009 periods.,Senegal,,,Village,Ministry  of education,not specified,www.education.gouv.sn,,,,,,not specified,"2008, 2009",education,,,Link to resource (URL),Rapport national sur la situation de l'education au Senegal,Report,"http://www.education.gouv.sn/statistiques/Fichiers/annuaire/annuaire2007-2008/rapport-national-situation-education-2008.pdf 
http://www.education.gouv.sn/actualite/Fichiers/2009",,,,Administrator, ,admin@datauncovered.com
